buff_cd,sub_catg,brand_name,brand_code,poi_cnt
buff0006,Bank,SYNDICATE BANK,600000391,1
buff0006,Bank,THE NATIONAL CO OPERATIVE BANK,600000400,1
buff0006,Bank,UCO BANK,600000401,2
buff0006,Bank,UNION BANK OF INDIA,600000402,1
buff0006,Bank,UNITED BANK OF INDIA,600000403,1
buff0006,Bar or Pub,OTHERS,0,13
buff0006,Book Store,OTHERS,0,19
buff0006,Business Facility,AXIS BANK,500000065,1
buff0006,Business Facility,BANK OF INDIA,500000068,1
buff0006,Business Facility,HDFC,500000094,3
buff0006,Business Facility,INFOSYS,500000106,1
buff0006,Business Facility,LIC,500000116,3
buff0006,Business Facility,MANAPPURAM FINANCE,500000120,1
buff0006,Business Facility,MUTHOOT FINANCE,500000125,2
buff0006,Business Facility,MUTHOOT FINCORP,500000126,3
buff0006,Business Facility,OTHERS,0,751
buff0006,Business Facility,RELIANCE,500000137,2
buff0006,Business Facility,STATE BANK OF INDIA,500000146,2
buff0006,Business Facility,TATA,500000149,1
buff0006,Business Facility,UNITED INDIA INSURANCE,500000153,1
buff0006,Business Facility,WESTERN UNION,500000155,13
buff0006,Bus Station,OTHERS,0,4
buff0006,Cemetery,OTHERS,0,1
buff0006,Cinema,OTHERS,0,1
buff0006,Civic/Community Centre,OTHERS,0,26
buff0006,Clothing Store,CAMBRIDGE,953700592,1
buff0006,Clothing Store,FLYING MACHINE,953700611,1
buff0006,Clothing Store,LEE,953700630,1
buff0006,Clothing Store,MADAME,953700639,1
buff0006,Clothing Store,MARKS AND SPENCER,953700641,2
buff0006,Clothing Store,OTHERS,0,219
buff0006,Clothing Store,PETER ENGLAND,953700656,1
buff0006,Clothing Store,UNITED COLORS OF BENETTON,953700671,1
buff0006,Coffee Shop,CAFE COFFEE DAY,999600878,3
buff0006,Coffee Shop,OTHERS,0,4
buff0006,Coffee Shop,STARBUCKS,999600894,1
buff0006,Consumer Electronics Store,AIRTEL,998700802,1
buff0006,Consumer Electronics Store,IFB POINTS,998700816,1
buff0006,Consumer Electronics Store,JIO,998700817,1
buff0006,Consumer Electronics Store,OTHERS,0,97
buff0006,Consumer Electronics Store,RELIANCE,998700836,1
buff0006,Consumer Electronics Store,THE MOBILE STORE,998700844,3
buff0006,Consumer Electronics Store,VODAFONE,998700850,1
buff0006,Convenience Store,D MART,953500551,1
buff0006,Convenience Store,HERITAGE FRESH,953500556,1
buff0006,Convenience Store,KBS FAIR PRICE,953500558,1
buff0006,Convenience Store,OTHERS,0,5
buff0006,Cosmetics Store,OTHERS,0,2
buff0006,Furniture Store,DUROFLEX,200500031,1
buff0006,Furniture Store,KURL-ON,200500023,1
buff0006,Government Office,OTHERS,0,13
buff0006,Grocery Store,OTHERS,0,119
buff0006,Hamlet,OTHERS,0,1
buff0006,Higher Education,OTHERS,0,20
buff0006,Home Improvement & Hardware Store,OTHERS,0,82
buff0006,Home Specialty Store,OTHERS,0,117
buff0006,Hospital,OTHERS,0,40
buff0006,Hotel,OTHERS,0,10
buff0006,Hotel,OYO,701100449,1
buff0006,Industrial Zone,OTHERS,0,1
buff0006,Library,OTHERS,0,7
buff0006,Medical Service,OTHERS,0,268
buff0006,Motorcycle Dealership,BAJAJ,557100218,2
buff0006,Motorcycle Dealership,HONDA,557100224,2
buff0006,Motorcycle Dealership,MAHINDRA,557100229,1
buff0006,Motorcycle Dealership,OTHERS,0,2
buff0006,Motorcycle Dealership,ROYAL ENFIELD,557100230,1
buff0006,Motorcycle Dealership,SUZUKI,557100231,2
buff0006,Motorcycle Dealership,TVS,557100232,2
buff0006,Motorcycle Dealership,YAMAHA,557100233,2
buff0006,Named Intersection,OTHERS,0,41
buff0006,Named Place,OTHERS,0,35
buff0006,Nightlife,OTHERS,0,7
buff0006,Office Supply and Services Store,OTHERS,0,43
buff0006,Other Accommodation,OTHERS,0,7
buff0006,Parking Garage/House,OTHERS,0,1
buff0006,Parking Lot,OTHERS,0,10
buff0006,Park/Recreation Area,OTHERS,0,49
buff0006,Petrol/Gasoline Station,BHARAT PETROLEUM,554000201,1
buff0006,Petrol/Gasoline Station,SUPER GAS,554000215,1
buff0006,Pharmacy,APOLLO PHARMACY,956500709,2
buff0006,Pharmacy,OTHERS,0,101
buff0006,Pharmacy,WELLNESS FOREVER,956500725,2
buff0006,Place of Worship,OTHERS,0,58
buff0006,Police Station,OTHERS,0,2
buff0006,Post Office,OTHERS,0,1
buff0006,Rental Car Agency,OTHERS,0,1
buff0006,Repair Services,OTHERS,0,80
buff0006,Residential Area/Building,OTHERS,0,1336
buff0006,Rest Area,OTHERS,0,2
buff0006,Restaurant,BARBEQUE NATION,580000239,1
buff0006,Restaurant,BASKIN ROBBINS,580000240,1
buff0006,Restaurant,DOMINOS PIZZA,580000249,3
buff0006,Restaurant,FAASOS,580000251,1
buff0006,Restaurant,MCDONALDS,580000262,2
buff0006,Restaurant,NEAPOLITAN PIZZA,580000265,1
buff0006,Restaurant,OTHERS,0,160
buff0006,School,DELHI PUBLIC SCHOOL,821100537,1
buff0006,School,HELLO KIDS,821100538,1
buff0006,School,KIDZEE,821100540,2
buff0006,School,LITTLE ELLY,821100541,1
buff0006,School,OTHERS,0,60
buff0006,School,SHEMROCK,821100546,1
buff0006,Shoe Store,BATA,202700005,3
buff0006,Shopping,OTHERS,0,20
buff0006,Specialty Store,OTHERS,0,226
buff0006,Sporting Goods Store,OTHERS,0,10
buff0006,Sports Centre,OTHERS,0,22
buff0006,Sports Complex,OTHERS,0,2
buff0006,Sports Wear,OTHERS,0,3
buff0006,Tourist Attraction,OTHERS,0,1
buff0006,Training Centre/Institute,AAKASH INSTITUTE,959600751,1
buff0006,Training Centre/Institute,NIIT,959600762,2
buff0006,Training Centre/Institute,OTHERS,0,201
buff0006,Training Centre/Institute,RAO IIT ACADEMY,959600763,1
buff0006,Train Station,OTHERS,0,9
buff0006,Transportation Service,OTHERS,0,61
buff0007,Amusement park ,OTHERS,0,1
buff0007,ATM,ABHYUDAYA CO-OPERATIVE BANK,357800001,3
buff0007,ATM,ALLAHABAD BANK,357800003,1
buff0007,ATM,ANDHRA BANK,357800004,1
buff0007,ATM,AXIS BANK,357800005,16
buff0007,ATM,BANDHAN BANK,357800006,1
buff0007,ATM,BANK OF BARODA,357800007,7
buff0007,ATM,BANK OF INDIA,357800008,5
buff0007,ATM,BANK OF MAHARASHTRA,357800009,2
buff0007,ATM,CANARA BANK,357800011,8
buff0007,ATM,CENTRAL BANK OF INDIA,357800013,1
buff0007,ATM,CORPORATION BANK,357800016,3
buff0007,ATM,COSMOS BANK,357800017,2
buff0007,ATM,DCB BANK,357800019,1
buff0007,ATM,DENA BANK,357800020,1
buff0007,ATM,DHANLAXMI BANK,357800022,1
buff0007,ATM,FEDERAL BANK,357800023,1
buff0007,ATM,HDFC BANK,357800024,11
buff0007,ATM,ICICI BANK,357800026,13
buff0007,ATM,IDBI BANK,357800027,6
buff0007,ATM,INDIAN BANK,357800029,3
buff0007,ATM,INDIAN OVERSEAS BANK,357800030,3
buff0007,ATM,INDUSIND BANK,357800032,5
buff0007,ATM,JANATA SAHAKARI BANK,357800035,1
buff0007,ATM,KARUR VYSYA BANK,357800037,1
buff0007,ATM,KOTAK MAHINDRA,357800065,1
buff0007,ATM,KOTAK MAHINDRA BANK,357800038,12
buff0007,ATM,LAKSHMI VILAS BANK,357800039,1
buff0007,ATM,NORTH KANARA GSB CO OPERATIVE BANK,357800041,3
buff0007,ATM,ORIENTAL BANK OF COMMERCE,357800042,2
buff0007,ATM,OTHERS,0,20
buff0007,ATM,PUNJAB NATIONAL BANK,357800045,1
buff0007,ATM,SARASWAT BANK,357800049,4
buff0007,ATM,SHAMRAO VITHAL CO-OPERATIVE BANK,357800050,1
buff0007,ATM,SOUTH INDIAN BANK,357800051,2
buff0007,ATM,STANDARD CHARTERED,357800052,1
buff0007,ATM,STATE BANK OF INDIA,357800053,13
buff0007,ATM,SYNDICATE BANK,357800054,1
buff0007,ATM,THANE JANATA SAHAKARI BANK,357800056,3
buff0007,ATM,THE KALYAN JANATA SAHAKARI BANK,357800062,1
buff0007,ATM,THE NATIONAL CO-OPERATIVE BANK,357800057,1
buff0007,ATM,UNION BANK OF INDIA,357800059,4
buff0007,ATM,UNITED BANK OF INDIA,357800060,1
buff0007,ATM,YES BANK,357800061,4
buff0007,Auto Dealership,KIA,551100179,1
buff0007,Auto Dealership,OTHERS,0,8
buff0007,Auto Dealership,TOYOTA,551100195,1
buff0007,Auto Dealership-Used Cars,OTHERS,0,12
buff0007,Auto service and maintenance,BAJAJ,753800468,1
buff0007,Auto service and maintenance,BOSCH,753800471,1
buff0007,Auto service and maintenance,HYUNDAI,753800482,1
buff0007,Auto service and maintenance,OTHERS,0,185
buff0007,Auto service and maintenance,SUZUKI,753800507,1
buff0007,Auto service and maintenance,TOYOTA,753800510,1
buff0007,Bank,ABHYUDAYA CO OPERATIVE BANK,600000308,2
buff0007,Bank,ALLAHABAD BANK,600000312,1
buff0007,Bank,ANDHRA BANK,600000313,2
buff0007,Bank,APNA SAHAKARI BANK,600000314,1
buff0007,Bank,AXIS BANK,600000316,9
buff0007,Bank,BANDHAN BANK,600000317,1
buff0007,Bank,BANK OF BARODA,600000319,9
buff0007,Bank,BANK OF INDIA,600000320,4
buff0007,Bank,BANK OF MAHARASHTRA,600000321,5
buff0007,Bank,CANARA BANK,600000327,7
buff0007,Bank,CENTRAL BANK OF INDIA,600000329,1
buff0007,Bank,CORPORATION BANK,600000334,3
buff0007,Bank,COSMOS BANK,600000335,2
buff0007,Bank,DENA BANK,600000338,1
buff0007,Bank,DHANLAXMI BANK,600000340,1
buff0007,Bank,FEDERAL BANK,600000341,1
buff0007,Bank,HDFC BANK,600000342,8
buff0007,Bank,ICICI BANK,600000344,15
buff0007,Bank,IDBI BANK,600000345,4
buff0007,Bank,IDFC FIRST BANK,600000346,1
buff0007,Bank,INDIAN BANK,600000347,2
buff0007,Bank,INDIAN OVERSEAS BANK,600000348,3
buff0007,Bank,INDUSIND BANK,600000349,1
buff0007,Bank,JANA SMALL FINANCE BANK,600000352,1
buff0007,Bank,JANATA SAHAKARI BANK,600000353,1
buff0007,Bank,KARUR VYSYA BANK,600000358,1
buff0007,Bank,KOTAK MAHINDRA BANK,600000361,9
buff0007,Bank,LAKSHMI VILAS BANK,600000363,1
buff0007,Bank,MAHARASHTRA STATE CO OPERATIVE BANK,600000366,1
buff0007,Bank,NORTH KANARA GSB CO OPERATIVE BANK,600000368,2
buff0007,Bank,ORIENTAL BANK OF COMMERCE,600000369,3
buff0007,Bank,OTHERS,0,72
buff0007,Bank,PUNJAB NATIONAL BANK,600000375,2
buff0007,Bank,RBL BANK,600000376,2
buff0007,Bank,SARASWAT BANK,600000381,4
buff0007,Bank,SHAMRAO VITHAL CO-OPERATIVE BANK,600000383,2
buff0007,Bank,SOUTH INDIAN BANK,600000388,1
buff0007,Bank,STANDARD CHARTERED,600000389,1
buff0007,Bank,STATE BANK OF INDIA,600000390,15
buff0007,Bank,SYNDICATE BANK,600000391,1
buff0007,Bank,THANE JANATA SAHAKARI BANK,600000394,4
buff0007,Bank,THE KALYAN JANATA SAHAKARI BANK,600000407,1
buff0007,Bank,THE NATIONAL CO OPERATIVE BANK,600000400,2
buff0007,Bank,UCO BANK,600000401,2
buff0007,Bank,UNION BANK OF INDIA,600000402,5
buff0007,Bank,UNITED BANK OF INDIA,600000403,1
buff0007,Bank,YES BANK,600000405,2
buff0007,Bar or Pub,OTHERS,0,44
buff0007,Beauty and Salons,JUICE SALON,200100007,1
buff0007,Beauty and Salons,LOOKS UNISEX SALON,200100015,1
buff0007,Beauty and Salons,OTHERS,0,106
buff0007,Beauty and Salons,SHAHNAZ HUSAIN,200100001,1
buff0007,Book Store,OTHERS,0,54
buff0007,Business Facility,ANDHRA BANK,500000064,1
buff0007,Business Facility,BAJAJ,500000066,3
buff0007,Business Facility,BANK OF INDIA,500000068,1
buff0007,Business Facility,HDFC,500000094,4
buff0007,Business Facility,ICICI BANK,500000100,1
buff0007,Business Facility,KOTAK MAHINDRA,500000159,1
buff0007,Business Facility,LIC,500000116,3
buff0007,Business Facility,MANAPPURAM FINANCE,500000120,1
buff0007,Business Facility,MAX LIFE INSURANCE,500000122,1
buff0007,Business Facility,MUTHOOT FINANCE,500000125,1
buff0007,Business Facility,MUTHOOT FINCORP,500000126,1
buff0007,Business Facility,NATIONAL INSURANCE COMPANY,500000128,3
buff0007,Business Facility,NOKIA,500000130,1
buff0007,Business Facility,OTHERS,0,1489
buff0007,Business Facility,PACL INDIA,500000131,1
buff0007,Business Facility,RELIANCE,500000137,9
buff0007,Business Facility,RELIGARE HEALTH INSURANCE,500000138,1
buff0007,Business Facility,STANDARD CHARTERED,500000144,1
buff0007,Business Facility,STAR HEALTH & ALLIED INSURANCE,500000145,1
buff0007,Business Facility,STATE BANK OF INDIA,500000146,2
buff0007,Business Facility,TATA,500000149,4
buff0007,Business Facility,WESTERN UNION,500000155,2
buff0007,Bus Station,OTHERS,0,22
buff0007,Cemetery,OTHERS,0,2
buff0007,Cinema,INOX,783200524,1
buff0007,Cinema,OTHERS,0,2
buff0007,Cinema,PVR CINEMAS,783200527,1
buff0007,City Hall,OTHERS,0,1
buff0007,Civic/Community Centre,OTHERS,0,63
buff0007,Clothing Store,BIBA,953700588,1
buff0007,Clothing Store,CAMBRIDGE,953700592,1
buff0007,Clothing Store,FBB,953700609,1
buff0007,Clothing Store,GINI AND JONY,953700616,1
buff0007,Clothing Store,HIDESIGN,953700620,1
buff0007,Clothing Store,LOUIS PHILIPPE,953700638,1
buff0007,Clothing Store,OTHERS,0,575
buff0007,Clothing Store,PETER ENGLAND,953700656,1
buff0007,Clothing Store,RAYMOND,953700659,4
buff0007,Clothing Store,SPYKAR,953700667,1
buff0007,Clothing Store,UNITED COLORS OF BENETTON,953700671,1
buff0007,Coffee Shop,BARISTA,999600875,1
buff0007,Coffee Shop,CAFE COFFEE DAY,999600878,10
buff0007,Coffee Shop,OTHERS,0,15
buff0007,Coffee Shop,STARBUCKS,999600894,1
buff0007,Coffee Shop,THE CHOCOLATE ROOM,999600897,1
buff0007,Commercial Poi,OFFICE SPACE,202300899,8
buff0007,Commercial Poi,SHOPS-SHOWROOMS,202300901,30
buff0007,Commuter Rail Station,OTHERS,0,3
buff0007,Consumer Electronics Store,AIRTEL,998700802,6
buff0007,Consumer Electronics Store,DELL,998700808,1
buff0007,Consumer Electronics Store,JIO,998700817,1
buff0007,Consumer Electronics Store,LG,998700820,1
buff0007,Consumer Electronics Store,MTS,998700823,1
buff0007,Consumer Electronics Store,NOKIA,998700828,6
buff0007,Consumer Electronics Store,OPPO,998700829,2
buff0007,Consumer Electronics Store,OTHERS,0,232
buff0007,Consumer Electronics Store,PANASONIC,998700831,1
buff0007,Consumer Electronics Store,RELIANCE,998700836,1
buff0007,Consumer Electronics Store,SAMSUNG,998700838,8
buff0007,Consumer Electronics Store,THE MOBILE STORE,998700844,1
buff0007,Consumer Electronics Store,VIVO,998700849,5
buff0007,Consumer Electronics Store,VODAFONE,998700850,6
buff0007,Convenience Store,APNA BAZAR,953500548,3
buff0007,Convenience Store,D MART,953500551,3
buff0007,Convenience Store,FOOD BAZAAR,953500553,2
buff0007,Convenience Store,OTHERS,0,10
buff0007,Cosmetics Store,OTHERS,0,2
buff0007,Cosmetics Store,SUGAR COSMETICS,200600015,1
buff0007,Fast Food Restaurants,OTHERS,0,37
buff0007,Fast Food Restaurants,PIZZA CORNER,202500008,1
buff0007,Fast Food Restaurants,SUBWAY,202500013,1
buff0007,Fine Dining Restaurants,OTHERS,0,1
buff0007,Furniture Store,GODREJ & BOYCE,200500021,2
buff0007,Furniture Store,HOMETOWN,200500003,1
buff0007,Furniture Store,NILKAMAL,200500006,1
buff0007,Furniture Store,OTHERS,0,14
buff0007,Furniture Store,SLEEPWELL,200500022,2
buff0007,Government Office,OTHERS,0,17
buff0007,Grocery Store,OTHERS,0,300
buff0007,Hamlet,OTHERS,0,7
buff0007,Higher Education,OTHERS,0,77
buff0007,Home Improvement & Hardware Store,OTHERS,0,203
buff0007,Home Specialty Store,OTHERS,0,198
buff0007,Hospital,OTHERS,0,68
buff0007,Hotel,OTHERS,0,43
buff0007,Hotel,OYO,701100449,3
buff0007,Industrial Zone,OTHERS,0,17
buff0007,Jewellery Store,MALABAR,202401001,1
buff0007,Jewellery Store,TANISHQ,202400914,1
buff0007,Library,OTHERS,0,2
buff0007,Medical Service,MY DENTIST,958300743,3
buff0007,Medical Service,OTHERS,0,823
buff0007,Mobile Phone Store,OPPO,200200004,1
buff0007,Mobile Phone Store,OTHERS,0,27
buff0007,Mobile Phone Store,REALME,200200006,4
buff0007,Mobile Phone Store,RELIANCE,200200013,2
buff0007,Mobile Phone Store,SAMSUNG,200200002,2
buff0007,Mobile Phone Store,VIVO,200200003,1
buff0007,Motorcycle Dealership,BAJAJ,557100218,3
buff0007,Motorcycle Dealership,HONDA,557100224,1
buff0007,Motorcycle Dealership,OTHERS,0,4
buff0007,Motorcycle Dealership,YAMAHA,557100233,1
buff0007,Named Intersection,OTHERS,0,64
buff0007,Named Place,OTHERS,0,29
buff0007,Nightlife,OTHERS,0,28
buff0007,Office Supply and Services Store,OTHERS,0,65
buff0007,Other Accommodation,OTHERS,0,15
buff0007,Parking Garage/House,OTHERS,0,1
buff0007,Parking Lot,OTHERS,0,1
buff0007,Park/Recreation Area,OTHERS,0,63
buff0007,Petrol/Gasoline Station,BHARAT PETROLEUM,554000201,2
buff0007,Petrol/Gasoline Station,HINDUSTAN PETROLEUM,554000206,2
buff0007,Petrol/Gasoline Station,INDIAN OIL,554000208,1
buff0007,Petrol/Gasoline Station,OTHERS,0,1
buff0007,Petrol/Gasoline Station,SUPER GAS,554000215,1
buff0007,Pharmacy,MEDICINE SHOPPE,956500717,1
buff0007,Pharmacy,OTHERS,0,184
buff0007,Pharmacy,WELLNESS FOREVER,956500725,1
buff0007,Place of Worship,OTHERS,0,208
buff0007,Police Station,OTHERS,0,3
buff0007,Post Office,OTHERS,0,5
buff0007,Repair Services,OTHERS,0,107
buff0007,Residential Area/Building,OTHERS,0,2283
buff0007,Restaurant,BASKIN ROBBINS,580000240,1
buff0007,Restaurant,DOMINOS PIZZA,580000249,4
buff0007,Restaurant,MCDONALDS,580000262,1
buff0007,Restaurant,MEAT AND EAT,580000263,1
buff0007,Restaurant,OTHERS,0,510
buff0007,Restaurant,SANKALP,580000279,1
buff0007,School,OTHERS,0,141
buff0007,School,PEARSON,821100542,1
buff0007,Shoe Store,BATA,202700005,4
buff0007,Shoe Store,LIBERTY,202700004,5
buff0007,Shoe Store,LOTTO,202700011,1
buff0007,Shoe Store,METRO,202700013,1
buff0007,Shoe Store,OTHERS,0,6
buff0007,Shoe Store,PUMA,202700002,2
buff0007,Shopping,METRO,651200416,1
buff0007,Shopping,OTHERS,0,39
buff0007,Specialty Store,OTHERS,0,1216
buff0007,Sporting Goods Store,OTHERS,0,27
buff0007,Sports Centre,OTHERS,0,47
buff0007,Sports Complex,OTHERS,0,2
buff0007,Sports Wear,OTHERS,0,3
buff0007,Sports Wear,PUMA,200300003,2
buff0007,Tourist Attraction,OTHERS,0,1
buff0007,Tourist Information,OTHERS,0,1
buff0007,Training Centre/Institute,AAKASH INSTITUTE,959600751,1
buff0007,Training Centre/Institute,CADD CENTRE,959600753,1
buff0007,Training Centre/Institute,NIIT,959600762,2
buff0007,Training Centre/Institute,OTHERS,0,192
buff0007,Training Centre/Institute,SYNERGY,959600764,1
buff0007,Train Station,OTHERS,0,19
buff0007,Transportation Service,OTHERS,0,95
buff0008,Amusement park ,OTHERS,0,1
buff0008,ATM,ALLAHABAD BANK,357800003,1
buff0008,ATM,ANDHRA BANK,357800004,1
buff0008,ATM,AXIS BANK,357800005,5
buff0008,ATM,BANK OF BARODA,357800007,5
buff0008,ATM,BANK OF INDIA,357800008,3
buff0008,ATM,BANK OF MAHARASHTRA,357800009,1
buff0008,ATM,CANARA BANK,357800011,2
buff0008,ATM,CATHOLIC SYRIAN BANK,357800012,1
buff0008,ATM,CORPORATION BANK,357800016,4
buff0008,ATM,DCB BANK,357800019,4
buff0008,ATM,DHANLAXMI BANK,357800022,1
buff0008,ATM,FEDERAL BANK,357800023,1
buff0008,ATM,HDFC BANK,357800024,8
buff0008,ATM,HSBC,357800025,1
buff0008,ATM,ICICI BANK,357800026,12
buff0008,ATM,IDBI BANK,357800027,3
buff0008,ATM,INDIAN BANK,357800029,2
buff0008,ATM,INDIAN OVERSEAS BANK,357800030,1
buff0008,ATM,INDICASH,357800031,3
buff0008,ATM,INDUSIND BANK,357800032,2
buff0008,ATM,JAMMU AND KASHMIR BANK,357800033,1
buff0008,ATM,KARUR VYSYA BANK,357800037,1
buff0008,ATM,KOTAK MAHINDRA,357800065,1
buff0008,ATM,KOTAK MAHINDRA BANK,357800038,9
buff0008,ATM,LAKSHMI VILAS BANK,357800039,1
buff0008,ATM,NORTH KANARA GSB CO OPERATIVE BANK,357800041,1
buff0008,ATM,ORIENTAL BANK OF COMMERCE,357800042,2
buff0008,ATM,OTHERS,0,9
buff0008,ATM,SOUTH INDIAN BANK,357800051,1
buff0008,ATM,STANDARD CHARTERED,357800052,2
buff0008,ATM,STATE BANK OF INDIA,357800053,10
buff0008,ATM,SYNDICATE BANK,357800054,1
buff0008,ATM,UNION BANK OF INDIA,357800059,3
buff0008,ATM,UNITED BANK OF INDIA,357800060,1
buff0008,ATM,YES BANK,357800061,5
buff0008,Auto Dealership,JAGUAR,551100178,1
buff0008,Auto Dealership,MARUTI SUZUKI,551100183,1
buff0008,Auto Dealership,NEXA,551100189,1
buff0008,Auto Dealership,OTHERS,0,24
buff0008,Auto Dealership,SKODA,551100193,2
buff0008,Auto Dealership,TOYOTA,551100195,1
buff0008,Auto Dealership,VOLKSWAGEN,551100196,1
buff0008,Auto Dealership-Used Cars,OTHERS,0,14
buff0008,Auto service and maintenance,BAJAJ,753800468,1
buff0008,Auto service and maintenance,BMW,753800469,2
buff0008,Auto service and maintenance,BOSCH,753800471,1
buff0008,Auto service and maintenance,FIAT,753800475,1
buff0008,Auto service and maintenance,HONDA,753800480,1
buff0008,Auto service and maintenance,JAGUAR,753800484,1
buff0008,Auto service and maintenance,LAND ROVER,753800488,1
buff0008,Auto service and maintenance,MAHINDRA,753800489,1
buff0008,Auto service and maintenance,NISSAN,753800501,1
buff0008,Auto service and maintenance,OTHERS,0,169
buff0008,Auto service and maintenance,RENAULT,753800503,1
buff0008,Auto service and maintenance,SUZUKI,753800507,1
buff0008,Auto service and maintenance,TOYOTA,753800510,2
buff0008,Auto service and maintenance,VOLKSWAGEN,753800513,3
buff0008,Auto service and maintenance,YAMAHA,753800516,1
buff0008,Bank,ADARSH CREDIT CO OPERATIVE SOCIETY,600000310,1
buff0008,Bank,ANDHRA BANK,600000313,3
buff0008,Bank,AXIS BANK,600000316,6
buff0008,Bank,BANK OF BARODA,600000319,5
buff0008,Bank,BANK OF INDIA,600000320,3
buff0008,Bank,BANK OF MAHARASHTRA,600000321,3
buff0008,Bank,CANARA BANK,600000327,1
buff0008,Bank,CATHOLIC SYRIAN BANK,600000328,1
buff0008,Bank,CENTRAL BANK OF INDIA,600000329,5
buff0008,Bank,CORPORATION BANK,600000334,3
buff0008,Bank,DHANLAXMI BANK,600000340,1
buff0008,Bank,FEDERAL BANK,600000341,1
buff0008,Bank,HDFC BANK,600000342,9
buff0008,Bank,HSBC,600000343,2
buff0008,Bank,ICICI BANK,600000344,9
buff0008,Bank,IDBI BANK,600000345,3
buff0008,Bank,INDIAN BANK,600000347,2
buff0008,Bank,INDIAN OVERSEAS BANK,600000348,3
buff0008,Bank,INDUSIND BANK,600000349,4
buff0008,Bank,JAMMU & KASHMIR BANK,600000350,1
buff0008,Bank,KARUR VYSYA BANK,600000358,1
buff0008,Bank,KOTAK MAHINDRA BANK,600000361,6
buff0008,Bank,LAKSHMI VILAS BANK,600000363,3
buff0008,Bank,NORTH KANARA GSB CO OPERATIVE BANK,600000368,1
buff0008,Bank,ORIENTAL BANK OF COMMERCE,600000369,1
buff0008,Bank,OTHERS,0,34
buff0008,Bank,SHAMRAO VITHAL CO-OPERATIVE BANK,600000383,1
buff0008,Bank,STANDARD CHARTERED,600000389,1
buff0008,Bank,STATE BANK OF INDIA,600000390,13
buff0008,Bank,SYNDICATE BANK,600000391,4
buff0008,Bank,UNION BANK OF INDIA,600000402,1
buff0008,Bank,UNITED BANK OF INDIA,600000403,1
buff0008,Bank,YES BANK,600000405,5
buff0008,Bar or Pub,OTHERS,0,92
buff0008,Beauty and Salons,JAWED HABIB HAIR AND BEAUTY SALON,200100003,1
buff0008,Beauty and Salons,OTHERS,0,69
buff0008,Book Store,OTHERS,0,10
buff0008,Business Facility,ADECCO,500000062,3
buff0008,Business Facility,ALLAHABAD BANK,500000063,1
buff0008,Business Facility,ANDHRA BANK,500000064,1
buff0008,Business Facility,AXIS BANK,500000065,2
buff0008,Business Facility,BAJAJ,500000066,6
buff0008,Business Facility,BANK OF BARODA,500000067,1
buff0008,Business Facility,BANK OF INDIA,500000068,1
buff0008,Business Facility,BARCLAYS,500000070,3
buff0008,Business Facility,BHARAT MATRIMONY,500000071,1
buff0008,Business Facility,BIRLA SUN LIFE INSURANCE,500000072,4
buff0008,Business Facility,CANARA BANK,500000074,1
buff0008,Business Facility,CENTRAL BANK OF INDIA,500000075,1
buff0008,Business Facility,CITI,500000078,3
buff0008,Business Facility,DENA BANK,500000082,1
buff0008,Business Facility,HDFC,500000094,2
buff0008,Business Facility,HDFC BANK,500000095,4
buff0008,Business Facility,HONDA,500000097,1
buff0008,Business Facility,HSBC,500000098,1
buff0008,Business Facility,HYUNDAI,500000099,1
buff0008,Business Facility,ICICI BANK,500000100,1
buff0008,Business Facility,IDFC FIRST BANK,500000102,1
buff0008,Business Facility,INDUSIND BANK,500000105,2
buff0008,Business Facility,KOTAK MAHINDRA BANK,500000114,1
buff0008,Business Facility,LIC,500000116,2
buff0008,Business Facility,MUTHOOT FINANCE,500000125,1
buff0008,Business Facility,MUTHOOT FINCORP,500000126,1
buff0008,Business Facility,NATIONAL INSURANCE COMPANY,500000128,1
buff0008,Business Facility,OTHERS,0,3836
buff0008,Business Facility,PUNJAB NATIONAL BANK,500000134,1
buff0008,Business Facility,RBS,500000136,1
buff0008,Business Facility,RELIANCE,500000137,12
buff0008,Business Facility,RELIGARE HEALTH INSURANCE,500000138,1
buff0008,Business Facility,SIEMENS,500000141,4
buff0008,Business Facility,STAR HEALTH & ALLIED INSURANCE,500000145,1
buff0008,Business Facility,STATE BANK OF INDIA,500000146,6
buff0008,Business Facility,SYNDICATE BANK,500000148,1
buff0008,Business Facility,TATA,500000149,23
buff0008,Business Facility,UCO BANK,500000150,1
buff0008,Business Facility,UNITED INDIA INSURANCE,500000153,2
buff0008,Business Facility,WESTERN UNION,500000155,13
buff0008,Bus Station,OTHERS,0,7
buff0008,Cemetery,OTHERS,0,2
buff0008,Cinema,CARNIVAL CINEMAS,783200518,1
buff0008,Cinema,OTHERS,0,1
buff0008,Cinema,PVR CINEMAS,783200527,1
buff0008,Civic/Community Centre,OTHERS,0,72
buff0008,Clothing Store,ARROW,953700584,3
buff0008,Clothing Store,BIBA,953700588,1
buff0008,Clothing Store,CANTABIL,953700593,3
buff0008,Clothing Store,CATMOSS,953700594,1
buff0008,Clothing Store,FABINDIA,953700608,1
buff0008,Clothing Store,LEE,953700630,2
buff0008,Clothing Store,MUFTI,953700647,1
buff0008,Clothing Store,OCTAVE,953700651,1
buff0008,Clothing Store,OTHERS,0,206
buff0008,Clothing Store,RELIANCE TRENDS,953700664,1
buff0008,Clothing Store,SPYKAR,953700667,1
